10.0,7e-12,1e-09,1e-09
10.5,5.448942708333331e-10,1e-09,1e-09
11.0,1e-09,1e-09,1e-09
11.5,1e-09,9.999999999999999e-10,1e-09
12.0,1e-09,9.214380766859199e-10,1e-09
12.5,1e-09,3.0289521088174674e-10,9.99007774454248e-10
13.0,1e-09,3.0043362836732973e-10,9.192881717839151e-10
13.5,1e-09,2.978405145060065e-10,8.48030571363382e-10
14.0,1e-09,2.952105620792245e-10,7.840041377281199e-10
14.5,1e-09,2.9249507678038173e-10,7.261957322612101e-10
15.0,1e-09,2.897470452693197e-10,6.737372400116343e-10
15.5,1e-09,2.8700095365751e-10,6.258850260569235e-10
16.0,1e-09,2.8424864873370964e-10,5.820025139280302e-10
16.5,1e-09,2.8152428439231795e-10,5.41518667088003e-10
17.0,1e-09,2.7884198092691623e-10,5.039194787776792e-10
17.5,9.999991418270105e-10,2.7619641486587664e-10,4.687311723640625e-10
18.0,1e-09,2.735815602512977e-10,4.354906841428356e-10
18.5,1e-09,2.7104185153659314e-10,4.036970587566072e-10
19.0,9.544934360146844e-10,2.57651630242757e-10,3.8102094504380373e-10
19.5,9.188460772789293e-10,2.467803840319411e-10,3.589646570381762e-10
20.0,9.239507610579685e-10,2.458506545539188e-10,3.308364807441811e-10
20.5,7.822463120980801e-10,2.0985550623359068e-10,3.31245968574298e-10
21.0,7.438425856501912e-10,1.988270096888471e-10,3.1526499519101583e-10
21.5,6.844649663648691e-10,1.8290041284914018e-10,3.0346191823339437e-10
22.0,6.444240676065562e-10,1.717331817672254e-10,2.90350070332719e-10
22.5,4.674550049289524e-10,1.2761505818800698e-10,2.902691724486257e-10
23.0,4.935073755206664e-10,1.3276887293729724e-10,2.738052171886436e-10
23.5,4.947067468837832e-10,1.319147349636555e-10,2.598521048078706e-10
24.0,5.06229627294835e-10,1.3355115274602865e-10,2.4557461982542856e-10
24.5,4.94167348175392e-10,1.2963042231064504e-10,2.34204798717575e-10
25.0,5.385007663975487e-10,1.39070071409994e-10,2.164126717225259e-10
25.5,5.233928538760337e-10,1.344828963822959e-10,2.0656748061474816e-10
26.0,5.287392482061682e-10,1.3474786915159215e-10,1.9390285211890338e-10
26.5,5.028859922060388e-10,1.2778042965563427e-10,1.8717536028648121e-10
27.0,4.886855007096264e-10,1.2359871237574832e-10,1.7898744485190059e-10
27.5,5.053354661137289e-10,1.2664489798653873e-10,1.648139440542803e-10
28.0,3.029423174611063e-10,7.899461374657958e-11,1.8208550987436025e-10
28.5,3.017525013412957e-10,7.808947028058223e-11,1.7455939602637466e-10
29.0,3.141478332436029e-10,8.030426820677616e-11,1.663192282580969e-10
29.5,3.4710768731308137e-10,8.721384243362828e-11,1.5607868540681996e-10
30.0,3.141529429125431e-10,7.910855576665471e-11,1.5255535048389203e-10
30.5,3.617475992071365e-10,8.937773824739066e-11,1.4020683613302143e-10
31.0,5.783573187839265e-10,1.3925245141842612e-10,9.802993304547733e-10
31.5,4.452690350311662e-10,1.074732841645909e-10,9.866604491519333e-11
32.0,4.1815672519816303e-10,1.0070727058976106e-10,1.0201953790045074e-10
32.5,3.2335734952410334e-10,7.859606053298313e-11,1.2064361945115778e-10
33.0,2.0170995450387532e-10,5.1230593187053674e-11,1.276122472019749e-10
33.5,4.056431466622528e-10,9.650576186016303e-11,7.65648443498806e-11
34.0,9.218686251187366e-11,2.852968101262485e-11,1.2357749470125753e-10
34.5,4.666898126506413e-10,1.102112186281359e-10,1e-09
35.0,4.534092988683801e-10,1.0677653397001574e-10,1e-09
35.5,4.4062185295941007e-10,1.0349153767480882e-10,1e-09
36.0,4.283869105975642e-10,1.0034281824510645e-10,1e-09
36.5,4.1663572963896557e-10,9.732465959345118e-11,1e-09
37.0,4.0530736298481997e-10,9.443213892881294e-11,1e-09
37.5,3.9445805636127606e-10,9.165382976180307e-11,1e-09
38.0,3.8398681933499077e-10,8.898924598192495e-11,9.990487396902287e-10
38.5,3.7393156120516937e-10,8.642522002650453e-11,1e-09
39.0,3.6423147793144883e-10,8.396250656455485e-11,1e-09
39.5,3.54916427522478e-10,8.160465799081591e-11,9.887724333502775e-10
40.0,3.458631180262308e-10,7.931482771786758e-11,1e-09
40.5,3.3713410222159487e-10,7.712189316318297e-11,1e-09
41.0,3.2874863861410993e-10,7.500752974234413e-11,1e-09
41.5,3.206285512918206e-10,7.297077700382701e-11,1e-09
42.0,3.127828043291398e-10,7.100710700459229e-11,9.999622549547836e-10
42.5,3.0520595680785813e-10,6.911237525713885e-11,1e-09
43.0,2.9786860199993975e-10,6.728423717311648e-11,1e-09
43.5,2.9076703420534743e-10,6.551926282744844e-11,1e-09
44.0,2.8391128166856823e-10,6.381337359540214e-11,1e-09
44.5,2.7724771655349803e-10,6.216615411670291e-11,1e-09
45.0,2.708299337189917e-10,6.058265433860388e-11,9.845850526066205e-10
45.5,2.645549746892629e-10,5.903271723987183e-11,1e-09
46.0,2.5847349190683373e-10,5.7543270252902695e-11,1e-09
46.5,1.9298793743552767e-10,4.268047743521371e-11,3.5e-11
47.0,2.469461355699926e-10,5.4717123222790906e-11,9.731667197894967e-10
47.5,2.4134100467619513e-10,5.335099598212908e-11,1e-09
48.0,2.359531132558296e-10,5.204019620138318e-11,1e-09
48.5,2.307337596481836e-10,5.076881859333307e-11,1e-09
49.0,2.256820127347769e-10,4.954420571428065e-11,9.819795470010081e-10
