CaVal,points,MaxI
3.5e-11,720,0.9867003513319127
3.984924623115578e-11,721,0.9821685703632832
4.469849246231156e-11,730,0.9776442175480625
4.9547738693467344e-11,734,0.9727665788694074
5.439698492462312e-11,738,0.9678110130840591
5.92462311557789e-11,746,0.9625197148499447
6.409547738693468e-11,752,0.9571577214267682
6.894472361809046e-11,759,0.9514892328446725
7.379396984924624e-11,767,0.9455598141950662
7.864321608040203e-11,766,0.9393702655042954
8.34924623115578e-11,775,0.9329769577023476
8.834170854271357e-11,788,0.9262435824392735
9.319095477386935e-11,786,0.9191488121988446
9.804020100502513e-11,800,0.9117766502202156
1.0288944723618092e-10,817,0.9039786426675572
1.077386934673367e-10,816,0.8958163920598438
1.1258793969849248e-10,831,0.8872468936377784
1.1743718592964826e-10,841,0.8781214853090461
1.2228643216080405e-10,856,0.8686721315538941
1.271356783919598e-10,873,0.8585563002792733
1.3198492462311559e-10,886,0.8478590912046289
1.3683417085427137e-10,898,0.8364733557156785
1.4168341708542715e-10,916,0.8245152275436985
1.4653266331658294e-10,938,0.811759822885078
1.5138190954773872e-10,951,0.7980555659496176
1.562311557788945e-10,980,0.7835083647545665
1.6108040201005028e-10,996,0.7678495197465155
1.6592964824120607e-10,1025,0.7511205741501042
1.7077889447236182e-10,1057,0.7330812308322866
1.756281407035176e-10,1087,0.7137503632569449
1.804773869346734e-10,1123,0.6926751117796884
1.8532663316582917e-10,1170,0.6699195779809228
1.9017587939698495e-10,1211,0.645016036849377
1.9502512562814074e-10,1264,0.6178317159047966
1.9987437185929652e-10,1335,0.5879001331080151
2.047236180904523e-10,1392,0.5550511104894862
2.0957286432160809e-10,1477,0.5184864405114608
2.1442211055276384e-10,1576,0.49571484969896584
2.1927135678391963e-10,1691,0.5371466407167675
2.241206030150754e-10,1812,0.5837669353844718
2.289698492462312e-10,1971,0.636598705913837
2.3381909547738695e-10,2109,0.6969591433521944
2.3866834170854276e-10,2194,0.7665218803775744
2.435175879396985e-10,2258,0.8474986678104037
2.4836683417085427e-10,0,0
2.532160804020101e-10,0,0
2.5806532663316584e-10,0,0
2.6291457286432165e-10,0,0
2.677638190954774e-10,0,0
2.7261306532663316e-10,0,0
2.7746231155778897e-10,4315,2.204230955188693
2.823115577889447e-10,195,2.6673448476539896
2.8716080402010053e-10,0,0
2.920100502512563e-10,0,0
2.968592964824121e-10,0,0
3.0170854271356786e-10,0,0
3.065577889447236e-10,0,0
3.114070351758794e-10,0,0
3.162562814070352e-10,0,0
3.21105527638191e-10,0,0
3.2595477386934674e-10,0,0
3.3080402010050255e-10,0,0
3.356532663316583e-10,0,0
3.405025125628141e-10,0,0
3.453517587939699e-10,0,0
3.5020100502512563e-10,0,0
3.5505025125628144e-10,0,0
3.598994974874372e-10,0,0
3.64748743718593e-10,0,0
3.6959798994974876e-10,26,2.0597582771684544
3.7444723618090457e-10,59,2.0119669862300813
3.7929648241206033e-10,94,1.9680640815930996
3.8414572864321614e-10,129,1.9286305852867935
3.889949748743719e-10,159,1.8923419797873215
3.9384422110552765e-10,189,1.8595276749704412
3.9869346733668346e-10,217,1.8297525055004062
4.035427135678392e-10,241,1.8026244627143049
4.08391959798995e-10,258,1.7777697526145129
4.132412060301508e-10,277,1.7550051200225547
4.180904522613066e-10,281,1.7339966934472715
4.2293969849246235e-10,290,1.714581343878914
4.277889447236181e-10,288,1.6965535144953598
4.326381909547739e-10,299,1.6798302556047127
4.3748743718592967e-10,302,1.6642137445531904
4.423366834170855e-10,310,1.649651209984221
4.4718592964824124e-10,316,1.6360131077279503
4.5203517587939705e-10,319,1.6232233626033241
4.568844221105528e-10,323,1.6112053039764815
4.6173366834170856e-10,328,1.599870126615141
4.665829145728644e-10,332,1.5891738207889654
4.714321608040202e-10,336,1.579085612512273
4.762814070351759e-10,337,1.5695332868771188
4.811306532663317e-10,341,1.5604787363223425
4.859798994974876e-10,344,1.551878921710133
4.908291457286433e-10,347,1.5437166746557676
4.956783919597991e-10,354,1.535939490222714
5.005276381909548e-10,354,1.5285192921637625
5.053768844221106e-10,356,1.521471506209657
5.102261306532663e-10,360,1.5147295706972994
5.150753768844222e-10,360,1.5082647112524097
5.19924623115578e-10,369,1.5021183536077831
5.247738693467337e-10,366,1.496202439300741
5.296231155778895e-10,372,1.4905427924997765
5.344723618090453e-10,376,1.4851239542829728
5.393216080402011e-10,372,1.4799021608080627
5.441708542713568e-10,376,1.4748866003787884
5.490201005025126e-10,382,1.4700722227803944
5.538693467336684e-10,383,1.465442484495971
5.587185929648242e-10,389,1.4609810384743196
5.6356783919598e-10,386,1.4566701108641578
5.684170854271357e-10,390,1.452526697717085
5.732663316582915e-10,392,1.448519427031399
5.781155778894472e-10,392,1.4446527468241088
5.829648241206031e-10,396,1.4409125797192521
5.878140703517589e-10,398,1.437302851383567
5.926633165829146e-10,396,1.4338017608358342
5.975125628140704e-10,400,1.430413466736715
6.023618090452262e-10,398,1.4271366036095605
6.07211055276382e-10,400,1.423977937709275
6.120603015075377e-10,405,1.4209051347408057
6.169095477386935e-10,404,1.4179168018401278
6.217587939698493e-10,408,1.4150087746977922
6.266080402010051e-10,406,1.4122137178714549
6.314572864321609e-10,412,1.4094940716326567
6.363065326633166e-10,411,1.406833409947994
6.411557788944724e-10,409,1.4042610620042506
6.460050251256283e-10,413,1.40176185219247
6.50854271356784e-10,414,1.399317750137834
6.557035175879398e-10,416,1.3969488894394846
6.605527638190955e-10,416,1.3946509135312024
6.654020100502513e-10,419,1.392385834272877
6.702512562814071e-10,417,1.390220655581201
6.751005025125629e-10,420,1.388068877637046
6.799497487437187e-10,423,1.386002487680541
6.847989949748744e-10,422,1.3839733284376523
6.896482412060303e-10,423,1.3820070884910047
6.94497487437186e-10,424,1.3800752930954048
6.993467336683418e-10,425,1.378197810737995
7.041959798994975e-10,428,1.3763582145225548
7.090452261306533e-10,424,1.3745660129211486
7.138944723618092e-10,429,1.3728100603302527
7.187437185929649e-10,428,1.3711044269447885
7.235929648241207e-10,428,1.3694147765293783
7.284422110552764e-10,432,1.3677997931449914
7.332914572864323e-10,430,1.3661869112140177
7.38140703517588e-10,433,1.3646325281776481
7.429899497487438e-10,437,1.3630984685168324
7.478391959798996e-10,437,1.3616041385194837
7.526884422110553e-10,431,1.360145183784355
7.575376884422112e-10,436,1.3586890713006237
7.623869346733669e-10,437,1.3573043717403404
7.672361809045227e-10,435,1.3559275157501443
7.720854271356785e-10,437,1.354572141319494
